pal_id,world,x,y,time_of_day,level,is_boss
93:0,palpagos,-306517,-87188,both,30,false
93:0,palpagos,-302293,-48022,both,32,false
93:0,palpagos,-300462,-59200,both,32,false
93:0,palpagos,-299465,-65649,both,32,false
93:0,palpagos,-297142,-55622,both,32,false
93:0,palpagos,-295707,-61213,both,32,false
93:0,palpagos,-295449,-66845,both,32,false
93:0,palpagos,-295342,-73857,both,32,false
93:0,palpagos,-288415,-83176,both,32,false
93:0,palpagos,-288399,-67704,both,32,false
93:0,palpagos,-282195,-75377,both,32,false
93:0,palpagos,-267177,-62383,both,,false
93:0,palpagos,-267157,-68840,both,,false
93:0,palpagos,-261160,-83600,both,,false
93:0,palpagos,-260743,-77456,both,,false
93:0,palpagos,-258900,-55692,both,,false
93:0,palpagos,-252072,-56678,both,,false
93:0,palpagos,-245274,-57213,both,,false
93:0,palpagos,-239289,-71485,both,,false
93:0,palpagos,-232843,-79253,both,,false
93:0,palpagos,-232236,-72728,both,,false
93:0,palpagos,-224980,-73113,both,,false
93:0,palpagos,-224697,-65783,both,,false
93:0,palpagos,-223969,-59533,both,,false
93:0,worldTree,432395,-738990,both,80,false
93:0,worldTree,440875,-705850,both,80,false
93:0,worldTree,481910,-728450,both,80,false
93:0,worldTree,484050,-616590,both,80,false
93:0,worldTree,501340,-553790,both,80,false
93:0,worldTree,504895,-634410,both,80,false
93:0,worldTree,505061,-544208,both,80,false
93:0,worldTree,507600,-534060,both,80,false
93:0,worldTree,507830,-739460,both,80,false
93:0,worldTree,511395,-588755,both,80,false
93:0,worldTree,519080,-684705,both,80,false
93:0,worldTree,522790,-546340,both,80,false
93:0,worldTree,530795,-714440,both,80,false
93:0,worldTree,539955,-583230,both,80,false
93:0,worldTree,562240,-739265,both,80,false
93:0,worldTree,563900,-594970,both,80,false
93:0,worldTree,584800,-629000,both,80,false
93:0,worldTree,599576,-591256,both,80,false
93:0,worldTree,613035,-603440,both,80,false
93:0,worldTree,622300,-711610,both,80,false
93:0,worldTree,622665,-753354,both,80,false
59:0,palpagos,-843560,-51155,both,64,false
59:0,palpagos,-831678,-74471,both,64,false
59:0,palpagos,-812075,-79045,both,64,false
59:0,palpagos,-807348,-83807,both,64,false
59:0,palpagos,-799927,-84134,both,64,false
59:0,palpagos,-791245,-86430,both,64,false
59:0,palpagos,-286322,138574,both,15,false
59:0,palpagos,-282017,138952,both,15,false
59:0,palpagos,-280000,155674,both,15,false
59:0,palpagos,-275561,130335,both,15,false
59:0,palpagos,-274958,154644,both,15,false
59:0,palpagos,-272966,128291,both,15,false
59:0,palpagos,-271240,136128,both,15,false
59:0,palpagos,-270148,161079,both,15,false
59:0,palpagos,-268376,151343,both,15,false
59:0,palpagos,-267304,154152,both,15,false
59:0,palpagos,-266247,119382,both,15,false
59:0,palpagos,-265423,132008,both,15,false
59:0,palpagos,-264192,169466,both,15,false
59:0,palpagos,-261890,124739,both,15,false
59:0,palpagos,-261145,167208,both,15,false
59:0,palpagos,-260548,162638,both,15,false
59:0,palpagos,-258018,130567,both,15,false
59:0,palpagos,-255940,140279,both,15,false
59:0,palpagos,-255197,133430,both,15,false
59:0,palpagos,-254632,162013,both,15,false
59:0,palpagos,-253545,119041,both,15,false
59:0,palpagos,-252041,168294,both,15,false
59:0,palpagos,-251376,163155,both,15,false
59:0,palpagos,-250192,141750,both,15,false
59:0,palpagos,-249017,136916,both,15,false
59:0,palpagos,-247404,204535,both,15,false
59:0,palpagos,-247026,117411,both,15,false
59:0,palpagos,-246426,153031,both,15,false
59:0,palpagos,-245537,177647,both,15,false
59:0,palpagos,-244753,207818,both,15,false
59:0,palpagos,-243991,120729,both,15,false
59:0,palpagos,-243138,145661,both,15,false
59:0,palpagos,-242679,127421,both,15,false
59:0,palpagos,-242130,187733,both,15,false
59:0,palpagos,-241164,135727,both,15,false
59:0,palpagos,-240347,156600,both,15,false
59:0,palpagos,-239939,119764,both,15,false
59:0,palpagos,-239346,168689,both,15,false
59:0,palpagos,-238832,216312,both,15,false
59:0,palpagos,-238029,145991,both,15,false
59:0,palpagos,-237175,123500,both,15,false
59:0,palpagos,-236229,142463,both,15,false
59:0,palpagos,-235040,174485,both,15,false
59:0,palpagos,-234474,144116,both,15,false
59:0,palpagos,-233441,182064,both,15,false
59:0,palpagos,-232328,177184,both,15,false
59:0,palpagos,-231057,215309,both,15,false
59:0,palpagos,-230531,180314,both,15,false
59:0,palpagos,-229828,192171,both,15,false
59:0,palpagos,-228719,182481,both,15,false
59:0,palpagos,-227361,190658,both,15,false
59:0,palpagos,-226149,143433,both,15,false
59:0,palpagos,-225188,180703,both,15,false
59:0,palpagos,-224385,201022,both,15,false
59:0,palpagos,-222289,143035,both,15,false
59:0,palpagos,-221241,134528,both,15,false
59:0,palpagos,-220195,128820,both,15,false
59:0,palpagos,-218450,183931,both,15,false
59:0,palpagos,-216779,140172,both,15,false
59:0,palpagos,-215136,195089,both,15,false
59:0,palpagos,-213920,119755,both,15,false
59:0,palpagos,-212552,127909,both,15,false
59:0,palpagos,-211075,135733,both,15,false
59:0,palpagos,-209424,185990,both,15,false
59:0,palpagos,-207431,145945,both,15,false
59:0,palpagos,-205091,148915,both,15,false
143:0,palpagos,-675668,-210254,both,56,false
143:0,palpagos,-672370,-195592,both,56,false
143:0,palpagos,-668999,-200651,both,56,false
143:0,palpagos,-663784,-195779,both,56,false
143:0,palpagos,-662365,-208604,both,56,false
143:0,palpagos,-659120,-227585,both,56,false
143:0,palpagos,-657668,-181189,both,56,false
143:0,palpagos,-655533,-233060,both,56,false
143:0,palpagos,-654625,-197629,both,56,false
143:0,palpagos,-652539,-189758,both,56,false
143:0,palpagos,-650710,-145141,both,56,false
143:0,palpagos,-648802,-221325,both,56,false
143:0,palpagos,-646497,-213478,both,56,false
143:0,palpagos,-645341,-147420,both,56,false
143:0,palpagos,-642117,-243785,both,56,false
143:0,palpagos,-640845,-141876,both,56,false
143:0,palpagos,-638539,-177862,both,56,false
143:0,palpagos,-636521,-245036,both,56,false
143:0,palpagos,-630613,-156674,both,56,false
143:0,palpagos,-627700,-224490,both,56,false
143:0,palpagos,-623578,-244591,both,56,false
143:0,palpagos,-618689,-226559,both,56,false
143:0,palpagos,-616329,-229696,both,56,false
143:0,palpagos,-615498,-292602,both,56,false
143:0,palpagos,-613420,-236009,both,56,false
143:0,palpagos,-610770,-262848,both,56,false
143:0,palpagos,-609265,-206295,both,56,false
143:0,palpagos,-607278,-283121,both,56,false
143:0,palpagos,-606147,-259142,both,56,false
143:0,palpagos,-604495,-204945,both,56,false
143:0,palpagos,-602064,-278360,both,56,false
143:0,palpagos,-600358,-208514,both,56,false
143:0,palpagos,-598061,-199742,both,56,false
143:0,palpagos,-595029,-253883,both,56,false
143:0,palpagos,-592477,-277206,both,56,false
143:0,palpagos,-590882,-189759,both,56,false
143:0,palpagos,-587220,-257334,both,56,false
143:0,palpagos,-583381,-177630,both,56,false
143:0,palpagos,-581014,-279684,both,56,false
143:0,palpagos,-575928,-166625,both,56,false
143:0,palpagos,-571450,-164509,both,56,false
143:0,palpagos,-570146,-273372,both,56,false
143:0,palpagos,-567829,-265623,both,56,false
143:0,palpagos,-565174,-233545,both,56,false
143:0,palpagos,-563334,-235897,both,56,false
143:0,palpagos,-560668,-157782,both,56,false
143:0,palpagos,-559063,-250743,both,56,false
143:0,palpagos,-555395,-353314,both,50,false
143:0,palpagos,-553532,-243662,both,,false
143:0,palpagos,-547584,-275680,both,56,false
143:0,palpagos,-543650,-359929,both,56,false
143:0,palpagos,-542424,-305904,both,56,false
143:0,palpagos,-540572,-280324,both,56,false
143:0,palpagos,-539983,-352667,both,56,false
143:0,palpagos,-537299,-299552,both,56,false
143:0,palpagos,-536228,-303708,both,56,false
143:0,palpagos,-534664,-272367,both,56,false
143:0,palpagos,-533459,-388656,both,56,false
143:0,palpagos,-532007,-357036,both,56,false
143:0,palpagos,-530493,-267612,both,56,false
143:0,palpagos,-529360,-308501,both,56,false
143:0,palpagos,-528476,-263381,both,56,false
143:0,palpagos,-527354,-359069,both,56,false
143:0,palpagos,-525393,-291170,both,56,false
143:0,palpagos,-523856,-307442,both,56,false
143:0,palpagos,-522463,-380477,both,56,false
143:0,palpagos,-519546,-367037,both,56,false
143:0,palpagos,-517382,-342386,both,56,false
143:0,palpagos,-515493,-348276,both,56,false
143:0,palpagos,-512640,-290088,both,56,false
143:0,palpagos,-508937,-298657,both,56,false
143:0,palpagos,-500507,-372146,both,56,false
143:0,palpagos,-544943,-264112,both,60,true
78:0,palpagos,-428397,-7975,both,23,false
78:0,palpagos,-418450,-15483,both,23,false
78:0,palpagos,-415223,-8123,both,23,false
78:0,palpagos,-414861,-30451,both,23,false
78:0,palpagos,-405470,-31141,both,23,false
78:0,palpagos,-404469,-17636,both,23,false
78:0,palpagos,-371361,-61118,both,40,false
78:0,palpagos,-267177,-62383,both,,false
78:0,palpagos,-267157,-68840,both,,false
78:0,palpagos,-261160,-83600,both,,false
78:0,palpagos,-260743,-77456,both,,false
78:0,palpagos,-260063,-62643,both,,false
78:0,palpagos,-258900,-55692,both,,false
78:0,palpagos,-258112,-126475,both,30,false
78:0,palpagos,-257443,-119553,both,30,false
78:0,palpagos,-252072,-56678,both,,false
78:0,palpagos,-251738,-134124,both,30,false
78:0,palpagos,-251210,-126527,both,30,false
78:0,palpagos,-250980,-119944,both,30,false
78:0,palpagos,-249614,-112876,both,30,false
78:0,palpagos,-245274,-57213,both,,false
78:0,palpagos,-243796,-127361,both,30,false
78:0,palpagos,-242328,-106846,both,30,false
78:0,palpagos,-240935,-90555,both,30,false
78:0,palpagos,-239959,-78909,both,,false
78:0,palpagos,-239289,-71485,both,,false
78:0,palpagos,-238459,-145945,both,30,false
78:0,palpagos,-236789,-121056,both,30,false
78:0,palpagos,-236380,-114011,both,30,false
78:0,palpagos,-235064,-106828,both,30,false
78:0,palpagos,-233914,-93673,both,30,false
78:0,palpagos,-232843,-79253,both,,false
78:0,palpagos,-232236,-72728,both,,false
78:0,palpagos,-231660,-113810,both,39,false
78:0,palpagos,-231465,-64968,both,,false
78:0,palpagos,-227666,-101137,both,30,false
78:0,palpagos,-227077,-93447,both,30,false
78:0,palpagos,-224980,-73113,both,,false
78:0,palpagos,-224697,-65783,both,,false
78:0,palpagos,-224003,-136054,both,30,false
78:0,palpagos,-223969,-59533,both,,false
78:0,palpagos,-223502,-129687,both,30,false
78:0,palpagos,-220588,-94207,both,30,false
78:0,palpagos,-220539,-101493,both,30,false
78:0,palpagos,-218951,-80861,both,,false
78:0,palpagos,-147984,324904,both,32,false
78:0,palpagos,-143375,321203,both,32,false
78:0,palpagos,-137100,321163,both,32,false
78:0,palpagos,-135956,325943,both,32,false
78:0,palpagos,-130862,320272,both,32,false
78:0,palpagos,-123881,317013,both,32,false
78:0,palpagos,-123134,321516,both,32,false
78:0,palpagos,-118205,323850,both,32,false
78:0,palpagos,-114436,319634,both,32,false
78:0,palpagos,-106886,323054,both,32,false
78:0,palpagos,-99806,327873,both,32,false
78:0,palpagos,37645,315103,both,48,false
78:0,palpagos,44868,315602,both,43,false
78:0,palpagos,-226362,231993,both,28,true
175:0,worldTree,432395,-738990,both,80,false
175:0,worldTree,440875,-705850,both,80,false
175:0,worldTree,481910,-728450,both,80,false
175:0,worldTree,484050,-616590,both,80,false
175:0,worldTree,501340,-553790,both,80,false
175:0,worldTree,504895,-634410,both,80,false
175:0,worldTree,505061,-544208,both,80,false
175:0,worldTree,507600,-534060,both,80,false
175:0,worldTree,507830,-739460,both,80,false
175:0,worldTree,511395,-588755,both,80,false
175:0,worldTree,519080,-684705,both,80,false
175:0,worldTree,522790,-546340,both,80,false
175:0,worldTree,530795,-714440,both,80,false
175:0,worldTree,539955,-583230,both,80,false
175:0,worldTree,562240,-739265,both,80,false
175:0,worldTree,563900,-594970,both,80,false
175:0,worldTree,584800,-629000,both,80,false
175:0,worldTree,599576,-591256,both,80,false
175:0,worldTree,613035,-603440,both,80,false
175:0,worldTree,622300,-711610,both,80,false
175:0,worldTree,622665,-753354,both,80,false
175:0,palpagos,-802420,-112610,both,69,true
56:0,palpagos,-369609,47790,night,14,false
56:0,palpagos,-352754,61650,night,14,false
56:0,palpagos,-346430,49110,night,14,false
56:0,palpagos,-337330,109717,night,14,false
56:0,palpagos,-331593,78535,night,14,false
56:0,palpagos,-323707,88246,night,14,false
56:0,palpagos,-316781,74594,night,14,false
56:0,palpagos,-308053,120781,night,14,false
56:0,palpagos,-300329,41165,night,32,false
56:0,palpagos,-293520,73927,night,20,false
56:0,palpagos,-286237,105042,night,20,false
56:0,palpagos,-282017,138952,night,25,false
56:0,palpagos,-277188,104441,night,20,false
56:0,palpagos,-273235,16695,night,20,false
56:0,palpagos,-270635,125579,night,25,false
56:0,palpagos,-266293,183884,night,25,false
56:0,palpagos,-262929,33744,night,20,false
56:0,palpagos,-259784,65276,night,20,false
56:0,palpagos,-256267,46933,night,20,false
56:0,palpagos,-254240,40205,night,20,false
56:0,palpagos,-251329,-12905,night,20,false
56:0,palpagos,-248121,131705,night,25,false
56:0,palpagos,-245144,195282,night,25,false
56:0,palpagos,-243650,103234,night,25,false
56:0,palpagos,-241116,-17591,night,20,false
56:0,palpagos,-239293,249665,night,25,false
56:0,palpagos,-237627,63400,night,25,false
56:0,palpagos,-235463,23189,night,32,false
56:0,palpagos,-233441,182064,night,25,false
56:0,palpagos,-231275,155645,night,25,false
56:0,palpagos,-229536,244271,night,25,false
56:0,palpagos,-227672,138540,night,25,false
56:0,palpagos,-225883,249454,night,25,false
56:0,palpagos,-224219,254698,night,25,false
56:0,palpagos,-222061,126270,night,25,false
56:0,palpagos,-220356,64579,night,25,false
56:0,palpagos,-218450,183931,night,25,false
56:0,palpagos,-216861,-19603,night,20,false
56:0,palpagos,-214524,159862,night,25,false
56:0,palpagos,-213018,192517,night,25,false
56:0,palpagos,-211370,222820,night,23,false
56:0,palpagos,-209317,23344,both,47,false
56:0,palpagos,-207537,193232,night,25,false
56:0,palpagos,-206042,12819,night,20,false
56:0,palpagos,-203864,-28386,night,15,false
56:0,palpagos,-201331,21438,night,20,false
56:0,palpagos,-198963,-33451,night,15,false
56:0,palpagos,-196470,42904,night,15,false
56:0,palpagos,-194072,-32676,night,15,false
56:0,palpagos,-191775,263034,night,34,false
56:0,palpagos,-189357,-13618,night,15,false
56:0,palpagos,-188245,65082,night,15,false
56:0,palpagos,-185613,73733,night,15,false
56:0,palpagos,-182952,257982,night,34,false
56:0,palpagos,-180764,152315,night,25,false
56:0,palpagos,-179042,29312,night,15,false
56:0,palpagos,-176291,18824,night,15,false
56:0,palpagos,-174363,198412,night,34,false
56:0,palpagos,-172964,39919,night,15,false
56:0,palpagos,-170985,43338,night,15,false
56:0,palpagos,-169543,-32200,night,15,false
56:0,palpagos,-166373,-15195,night,15,false
56:0,palpagos,-164353,68712,night,15,false
56:0,palpagos,-158994,173574,night,25,false
56:0,palpagos,-151538,240281,night,34,false
56:0,palpagos,-141891,290807,night,34,false
56:0,palpagos,-131729,208959,night,34,false
56:0,palpagos,-123684,292775,night,34,false
56:0,palpagos,-114470,187793,night,34,false
56:0,palpagos,-101580,185827,night,34,false
56:0,palpagos,-86523,188096,night,34,false
56:0,palpagos,-64403,220531,night,34,false
57:0,palpagos,-675668,-210254,both,56,false
57:0,palpagos,-658451,-193514,both,56,false
57:0,palpagos,-649270,-210242,both,56,false
57:0,palpagos,-637412,-216917,both,56,false
57:0,palpagos,-616671,-252623,both,56,false
57:0,palpagos,-606374,-246750,both,56,false
57:0,palpagos,-595679,-191358,both,56,false
57:0,palpagos,-578391,-174904,both,56,false
57:0,palpagos,-563425,-152912,both,56,false
57:0,palpagos,-543650,-359929,both,56,false
57:0,palpagos,-536215,-376425,both,56,false
57:0,palpagos,-528476,-263381,both,56,false
57:0,palpagos,-519136,-337001,both,56,false
57:0,palpagos,-495788,-356402,both,56,false
57:0,palpagos,-351708,34592,night,19,false
57:0,palpagos,-341283,101646,night,19,false
57:0,palpagos,-331821,25067,night,19,false
57:0,palpagos,-322344,97974,night,19,false
57:0,palpagos,-313448,23632,night,19,false
57:0,palpagos,-301797,121100,night,19,false
57:0,palpagos,-292573,117087,night,19,false
57:0,palpagos,-282447,101263,night,20,false
57:0,palpagos,-273235,16695,night,20,false
57:0,palpagos,-260049,8763,night,20,false
57:0,palpagos,-251479,55251,night,20,false
57:0,palpagos,-236692,101112,night,25,false
57:0,palpagos,-229670,87648,night,25,false
57:0,palpagos,-222370,-20515,night,20,false
57:0,palpagos,-216861,-19603,night,20,false
57:0,palpagos,-209429,-3029,night,20,false
57:0,palpagos,-203885,-8297,night,15,false
57:0,palpagos,-198385,59054,night,15,false
57:0,palpagos,-193025,39050,night,15,false
57:0,palpagos,-189032,-28411,night,15,false
57:0,palpagos,-184179,-22803,night,15,false
57:0,palpagos,-179631,43448,night,15,false
57:0,palpagos,-175484,49615,night,15,false
57:0,palpagos,-171538,48144,night,15,false
57:0,palpagos,-167127,36666,night,15,false
57:0,palpagos,-106270,376633,night,31,false
57:0,palpagos,-82032,371395,night,31,false
57:0,palpagos,-67706,363338,night,31,false
57:0,palpagos,-55149,371176,night,31,false
57:0,palpagos,-48019,464677,night,31,false
57:0,palpagos,-37736,518627,night,28,false
57:0,palpagos,-32560,457274,night,31,false
57:0,palpagos,-25379,220562,night,28,false
57:0,palpagos,-19860,210499,night,28,false
57:0,palpagos,-14919,426770,night,33,false
57:0,palpagos,-10407,461946,night,31,false
57:0,palpagos,-5339,368013,night,31,false
57:0,palpagos,839,427146,night,32,false
57:0,palpagos,6115,236600,night,31,false
57:0,palpagos,12378,337752,night,31,false
57:0,palpagos,18234,340398,night,31,false
57:0,palpagos,24116,304098,night,32,false
57:0,palpagos,29620,306920,night,31,false
57:0,palpagos,35007,285238,night,31,false
57:0,palpagos,40975,440438,night,28,false
57:0,palpagos,48054,262211,night,28,false
57:0,palpagos,55935,289470,night,31,false
57:0,palpagos,61430,398121,night,31,false
57:0,palpagos,69254,378704,night,31,false
57:0,palpagos,78038,389127,night,31,false
57:0,palpagos,90104,301390,night,33,false
57:0,palpagos,104132,317792,night,33,false
57:0,palpagos,118088,364726,night,32,false
57:0,palpagos,129449,370276,night,31,false
57:0,palpagos,142150,417686,night,28,false
